garden_Plant_ID,,C002,,,C003,,,C004,,,C005,,,C006,,,C007,,,C008,,,C009,,,C010,,,C011,,,C012,,,C013,,,C014,,,C015,,,C016,,,C017,,,C018,,,C019,,,C020,,,C021,,,C022,,,C023,,,C024,,,C025,,,C026,,,C027,,,C028,,,C029,,,C030,,,C031,,,C032,,,C033,,,C034,,,C035,,,C036,,,C037,,,C038,,,C039,,,C040,,,C041,,,C042,,,C043,,,C044,,,C045,,,C046,,,C047,,,C048,,,C049,,,C050,,,C051,,,C052,,,C053,,,C054,,,C055,,,C056,,,C057,,,C058,,,C059,,,C060,,,C061,,,C062,,,C063,,,C064,,,C065,,,C066,,,C067,,,C068,,,C069,,,C070,,,C071,,,C072,,,C073,,,C074,,
320,,,,,,,,4.8609,517.458,1.8,,,,,,,,,,,,,,,,,,,,,,13.1848,485.71,1.69,13.7955,2694.068,9.35,,,,,,,14.8797,310.677,1.08,,,,15.4092,184.148,0.64,,,,,,,,,,17.0726,9651.707,33.5,,,,,,,,,,17.9579,207.505,0.72,,,,18.336,164.4,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1611,9812.88,34.06,,,,,,,21.5383,273.881,0.95,,,,21.6717,423.339,1.47,21.9158,249.469,0.87,22.241,340.841,1.18,,,,,,,,,,,,,,,,23.6067,432.307,1.5,,,,,,,,,,,,,24.0512,261.076,0.91,,,,,,,,,,,,,,,,25.4012,151.004,0.52,,,,25.976,383.645,1.33,,,,26.4879,384.461,1.33,26.6232,376.345,1.31,,,,,,,,,,,,,27.4607,222.826,0.77,,,
339,,3.0783,802.849,3.55,3.66,577.302,2.55,,,,,,,,,,,,,,,,,,,12.1731,2704.079,11.96,,,,,,,,,,14.0994,737.629,3.26,,,,,,,,,,,,,15.7861,246.858,1.09,,,,,,,16.989,179.178,0.79,,,,,,,17.7497,1732.669,7.67,,,,,,,18.4256,1281.287,5.67,,,,,,,18.8883,645.74,2.86,,,,,,,,,,,,,,,,20.5868,176.028,0.78,,,,21.2365,102.082,0.45,,,,,,,,,,,,,21.7805,10584.11,46.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0145,50.895,0.23,,,,,,,,,,25.077,282.018,1.25,,,,,,,,,,25.9772,278.223,1.23,,,,26.4915,324.517,1.44,26.6276,264.068,1.17,26.7611,487.966,2.16,26.9195,188.729,0.83,,,,,,,27.45,83.228,0.37,28.1031,101.009,0.45
356,,3.0532,490.965,1.46,3.6852,2073.459,6.18,,,,,,,7.3067,533.762,1.59,,,,,,,,,,12.1442,971.294,2.9,,,,13.1814,192.75,0.57,13.7754,1114.151,3.32,,,,,,,14.9225,6272.649,18.71,,,,,,,,,,16.3894,181.492,0.54,,,,17.0502,6743.705,20.11,,,,,,,17.7525,245.878,0.73,17.9526,876.374,2.61,,,,,,,18.5545,110.518,0.33,18.6347,112.163,0.33,,,,19.3494,97.812,0.29,,,,,,,,,,,,,,,,20.8981,2208.345,6.59,21.1422,7488.005,22.33,21.2836,134.397,0.4,21.4523,420.119,1.25,21.5427,126.634,0.38,21.6129,129.932,0.39,21.6855,382.092,1.14,21.9313,668.09,1.99,,,,,,,,,,23.1584,358.513,1.07,23.2811,59.505,0.18,23.4415,100.164,0.3,,,,,,,23.7341,130.625,0.39,,,,,,,,,,,,,,,,,,,,,,,,,25.491,170.927,0.51,,,,25.9759,474.948,1.42,,,,26.5022,105.919,0.32,26.6193,136.614,0.41,,,,,,,,,,,,,,,,,,
358,,3.0522,597.073,3.08,,,,,,,,,,,,,,,,,,,,,,12.1449,379.913,1.96,,,,13.1892,521.413,2.69,13.7906,1857.474,9.58,,,,,,,14.8571,1141.715,5.89,,,,,,,,,,16.3895,114.394,0.59,,,,17.0174,3922.589,20.23,,,,,,,,,,17.9488,556.261,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8405,71.082,0.37,21.1306,6648.924,34.29,,,,,,,21.5362,204.002,1.05,,,,21.6737,523.754,2.7,21.918,324.091,1.67,22.2356,130.288,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0507,85.655,0.44,,,,,,,,,,,,,,,,,,,,,,25.9829,825.526,4.26,,,,26.4932,671.581,3.46,26.6285,475.944,2.45,,,,,,,,,,,,,,,,,,
366,,3.0724,678.529,1.76,3.6775,2467.639,6.4,,,,,,,7.31,460.327,1.19,,,,,,,11.9555,198.065,0.51,12.1379,401.978,1.04,,,,13.1829,531.07,1.38,13.778,1337.15,3.47,,,,,,,14.9001,4587.028,11.9,,,,,,,,,,16.3929,330.89,0.86,16.6964,179.833,0.47,17.1005,12695.224,32.93,,,,,,,17.7541,192.112,0.5,17.9596,1089.034,2.83,,,,18.3404,161.593,0.42,18.5661,402.651,1.04,18.6451,328.222,0.85,19.0377,121.383,0.31,,,,,,,,,,20.0434,182.135,0.47,,,,,,,20.8737,1270.824,3.3,21.1314,6592.971,17.1,,,,21.4481,324.765,0.84,21.5445,379.17,0.98,,,,21.688,509.474,1.32,21.9365,911.034,2.36,22.3549,104.109,0.27,,,,,,,23.1507,411.742,1.07,23.2802,89.143,0.23,23.4412,184.324,0.48,,,,,,,23.736,201.97,0.52,,,,,,,24.0498,110.564,0.29,,,,,,,,,,,,,,,,25.3998,265.674,0.69,,,,,,,,,,,,,26.6179,108.922,0.28,,,,,,,,,,,,,,,,,,
372,,3.0489,615.025,3.69,3.6799,2075.274,12.46,,,,,,,,,,,,,,,,,,,12.1374,431.893,2.59,,,,,,,,,,14.1441,1459.919,8.76,,,,14.8572,1227.551,7.37,,,,,,,15.7754,274.746,1.65,,,,,,,,,,,,,,,,17.797,3418.782,20.52,17.9447,161.611,0.97,,,,18.3996,648.922,3.9,18.566,443.307,2.66,18.6433,287.143,1.72,18.8553,146.387,0.88,,,,19.8925,135.597,0.81,,,,,,,,,,,,,20.8223,626.362,3.76,21.2104,95.522,0.57,21.3089,839.372,5.04,21.4183,237.419,1.43,21.5867,88.242,0.53,,,,21.6643,355.393,2.13,,,,22.2843,128.134,0.77,,,,,,,23.1402,255.571,1.53,,,,23.4382,101.358,0.61,,,,23.6516,144.923,0.87,23.7338,73.507,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9706,163.443,0.98,,,,,,,,,,26.7492,106.295,0.64,,,,,,,,,,,,,,,
374,,3.0907,791.165,1.33,,,,,,,,,,,,,,,,,,,,,,,,,12.7264,368.186,0.62,13.2287,2919.82,4.91,13.862,7728.833,12.99,,,,,,,14.7773,542.157,0.91,,,,15.4232,294.698,0.5,,,,16.4087,365.319,0.61,,,,,,,17.1123,12999.651,21.84,,,,,,,17.9823,583.145,0.98,,,,18.3497,202.91,0.34,,,,,,,19.0486,157.896,0.27,,,,,,,,,,,,,,,,,,,,,,21.2963,27817.169,46.74,,,,,,,21.5832,503.333,0.85,,,,21.6935,508.971,0.86,21.9494,730.362,1.23,22.2556,352.713,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0589,240.573,0.4,,,,,,,,,,,,,,,,,,,,,,25.9798,212.272,0.36,,,,26.4897,131.786,0.22,26.6257,105.743,0.18,,,,,,,,,,,,,,,,,,
377,,3.0551,648.159,2.16,,,,,,,,,,,,,,,,,,,,,,12.1413,743.479,2.48,12.7074,161.043,0.54,13.1934,1220.048,4.07,13.804,3580.702,11.95,14.0917,1389.177,4.64,,,,14.8597,1675.982,5.59,,,,,,,,,,,,,,,,17.0223,4618.545,15.41,,,,,,,17.7173,757.936,2.53,17.9442,378.642,1.26,,,,18.3985,510.272,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8586,109.635,0.37,21.1734,11492.551,38.35,,,,,,,21.5419,156.37,0.52,,,,21.6781,297.993,0.99,21.9189,198.787,0.66,22.3585,146.109,0.49,,,,,,,,,,,,,23.4404,74.355,0.25,,,,,,,,,,,,,,,,24.0483,80.55,0.27,,,,,,,,,,25.072,60.295,0.2,,,,25.3989,59.477,0.2,,,,25.9737,338.997,1.13,,,,26.4851,213.387,0.71,26.6218,336.278,1.12,26.7524,79.126,0.26,,,,,,,,,,,,,,,
378,,3.0482,525.738,2.04,3.6775,1591.245,6.17,,,,,,,,,,,,,,,,,,,12.1372,719.862,2.79,,,,,,,13.7736,1039.978,4.03,,,,,,,14.9092,5528.846,21.44,,,,,,,,,,,,,,,,17.0113,3789.604,14.7,,,,,,,17.7448,193.601,0.75,17.9435,574.817,2.23,,,,,,,18.5487,82.681,0.32,,,,,,,19.3456,85.71,0.33,,,,,,,20.0368,138.075,0.54,,,,,,,20.8801,2040.419,7.91,21.1146,5717.167,22.17,,,,21.4446,393.967,1.53,21.5356,99.618,0.39,21.6044,132.421,0.51,21.6749,194.028,0.75,21.9204,415.188,1.61,,,,,,,22.9857,144.723,0.56,23.1542,428.722,1.66,23.2779,80.476,0.31,23.439,127.325,0.49,23.619,72.739,0.28,,,,23.7324,155.779,0.6,,,,,,,24.048,96.889,0.38,,,,,,,,,,,,,,,,25.4866,109.979,0.43,,,,25.9716,303.467,1.18,,,,26.498,194.593,0.75,26.6185,144.67,0.56,,,,,,,,,,,,,27.4425,123.987,0.48,,,
379,,3.1185,758.343,1.45,3.678,2053.724,3.93,,,,,,,7.3103,444.114,0.85,,,,,,,,,,12.1542,1422.313,2.72,,,,13.1994,1496.386,2.86,13.8097,3472.045,6.65,,,,,,,14.9213,6512.931,12.47,,,,,,,,,,16.3992,328.382,0.63,16.7112,173.604,0.33,,,,17.1034,12893.947,24.69,,,,17.7807,1126.87,2.16,17.973,1545.694,2.96,,,,18.3706,201.139,0.39,18.5739,400.946,0.77,18.6543,391.321,0.75,19.0451,126.1,0.24,19.5148,180.251,0.35,,,,,,,,,,,,,,,,20.9229,1508.142,2.89,21.1909,12463.695,23.86,,,,21.4637,382.375,0.73,21.5578,420.974,0.81,21.6202,64.665,0.12,21.6943,537.405,1.03,21.9454,887.889,1.7,22.3612,160.11,0.31,,,,,,,,,,23.2851,107.94,0.21,23.4479,313.467,0.6,,,,,,,23.7459,182.268,0.35,,,,23.9119,58.688,0.11,24.0544,272.343,0.52,,,,,,,,,,,,,,,,25.3996,69.486,0.13,,,,25.9733,198.868,0.38,,,,,,,26.6214,127.637,0.24,,,,,,,,,,,,,,,,,,
403,,3.0482,986.628,4.05,3.6788,1875.632,7.7,,,,,,,,,,,,,,,,,,,12.1419,649.384,2.67,,,,13.1825,303.989,1.25,13.792,2417.725,9.93,,,,,,,14.8706,2549.45,10.47,,,,,,,,,,,,,,,,16.9967,2772.073,11.39,,,,,,,17.7476,313.138,1.29,17.941,433.168,1.78,,,,,,,18.5527,124.105,0.51,18.6318,113.819,0.47,,,,,,,,,,,,,,,,,,,,,,20.8816,846.673,3.48,21.1534,8859.785,36.39,,,,21.4299,174.898,0.72,21.5414,142.343,0.58,,,,21.6755,387.369,1.59,21.9177,150.874,0.62,22.3573,139.477,0.57,,,,,,,23.1525,141.731,0.58,23.2804,86.453,0.36,23.4408,81.915,0.34,,,,,,,23.7366,108.04,0.44,,,,,,,24.0519,290.167,1.19,,,,,,,,,,,,,,,,,,,,,,25.9731,198.996,0.82,,,,,,,26.6195,69.294,0.28,,,,,,,,,,,,,,,,,,
417,,,,,3.682,1334.606,8.98,,,,,,,,,,,,,,,,,,,12.1475,593.614,3.99,,,,,,,13.7738,365.499,2.46,,,,,,,14.8786,2704.303,18.2,,,,,,,,,,,,,,,,17.002,2907.841,19.57,,,,,,,17.7496,248.377,1.67,17.9537,895.865,6.03,,,,,,,18.5611,294.57,1.98,18.64,223.251,1.5,,,,,,,,,,,,,20.0317,151.864,1.02,,,,20.5918,134.625,0.91,20.8438,931.291,6.27,21.0672,2449.259,16.48,,,,21.4218,324.207,2.18,21.5318,107.412,0.72,,,,,,,21.9126,218.41,1.47,,,,,,,,,,23.1536,153.208,1.03,23.2799,76.427,0.51,23.4413,112.43,0.76,,,,,,,23.7284,206.497,1.39,,,,,,,,,,,,,,,,,,,,,,,,,25.4014,180.923,1.22,,,,25.9732,130.746,0.88,,,,,,,26.6215,116.814,0.79,,,,,,,,,,,,,,,,,,
418,,3.0475,268.366,0.91,3.679,2120.5,7.21,,,,,,,7.3001,520.861,1.77,,,,,,,,,,12.1484,1745.632,5.93,,,,,,,13.7708,816.477,2.78,,,,,,,14.9355,7808.818,26.54,,,,,,,,,,,,,,,,17.0022,3039.114,10.33,,,,,,,17.7492,333.418,1.13,17.9501,937.989,3.19,,,,,,,18.555,190.474,0.65,18.636,187.521,0.64,,,,19.3479,147.652,0.5,,,,,,,20.0404,185.928,0.63,,,,20.65,146.525,0.5,20.8893,2701.834,9.18,21.1068,4903.339,16.67,,,,21.4564,374.324,1.27,,,,21.6094,98.643,0.34,21.6778,137.665,0.47,21.9203,305.472,1.04,,,,,,,22.9856,107.636,0.37,23.1627,447.009,1.52,23.2804,139.254,0.47,23.4409,210.516,0.72,23.6216,73.695,0.25,,,,23.7332,167.166,0.57,,,,,,,24.0492,125.283,0.43,,,,,,,,,,,,,,,,25.4873,103.153,0.35,,,,25.9719,296.091,1.01,,,,26.5047,86.141,0.29,26.6177,105.218,0.36,,,,,,,,,,,,,,,,,,
421,,3.0559,663.627,2.31,3.681,655.602,2.29,,,,,,,,,,,,,,,,,,,12.1407,504.326,1.76,,,,13.1809,266.264,0.93,13.7798,1441.237,5.02,,,,,,,14.851,1065.356,3.71,,,,,,,,,,,,,,,,17.0117,3953.453,13.78,,,,,,,,,,17.9441,298.141,1.04,,,,,,,,,,,,,,,,19.8049,7824.195,27.28,,,,,,,20.0894,1114.09,3.88,,,,,,,20.844,95.251,0.33,21.1005,3386.61,11.81,,,,,,,21.5385,101.696,0.35,,,,21.7162,1112.815,3.88,21.9228,228.452,0.8,,,,,,,,,,23.1168,350.338,1.22,,,,,,,,,,,,,,,,,,,,,,24.0524,311.201,1.08,24.1338,2105.253,7.34,,,,,,,,,,,,,25.4899,85.334,0.3,,,,25.9747,362.598,1.26,,,,26.486,254.174,0.89,26.6232,315.554,1.1,,,,,,,,,,,,,,,,,,
436,,3.1365,117.271,0.35,3.6804,2236.118,6.62,,,,,,,7.3059,671.514,1.99,,,,,,,,,,12.144,988.513,2.93,,,,13.1824,176.749,0.52,13.7817,1417.431,4.2,,,,,,,14.9246,6425.449,19.02,,,,,,,,,,16.3876,180.315,0.53,,,,17.0524,6916.337,20.48,,,,,,,17.7519,248.328,0.74,17.9527,876.412,2.59,,,,,,,18.5554,106.917,0.32,18.6362,108.209,0.32,,,,19.35,90.395,0.27,,,,,,,20.0458,143.56,0.42,,,,,,,20.8939,2322.554,6.88,21.1321,6556.806,19.41,21.2813,125.496,0.37,21.4456,419.009,1.24,21.5427,118.123,0.35,21.6101,125.977,0.37,21.6793,298.223,0.88,21.9291,584.198,1.73,,,,,,,,,,23.1626,353.387,1.05,23.2809,77.813,0.23,23.4423,127.418,0.38,23.6233,108.318,0.32,,,,23.7344,158.993,0.47,,,,,,,24.0504,131.249,0.39,,,,,,,,,,,,,,,,25.4892,126.517,0.37,,,,25.9775,580.468,1.72,,,,26.5044,156.774,0.46,26.618,82.518,0.24,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,12.2206,7767.141,53.92,,,,13.1938,139.578,0.97,13.7837,722.221,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7089,615.263,4.27,,,,,,,18.3917,475.553,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.081,2953.861,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2816,84.516,0.59,,,,,,,,,,,,,,,,,,,24.0506,74.814,0.52,,,,,,,,,,25.0782,383.915,2.67,,,,,,,,,,25.9762,170.241,1.18,,,,,,,26.622,92.318,0.64,26.758,293.737,2.04,26.914,111.014,0.77,,,,27.3367,150.978,1.05,27.4793,264.994,1.84,,,
70,,3.1584,619.073,3.26,3.6797,3445.348,18.14,,,,,,,,,,,,,,,,,,,12.1553,2548.163,13.42,,,,,,,13.7596,145.867,0.77,,,,,,,14.8389,480.571,2.53,,,,,,,15.7941,454.007,2.39,,,,,,,16.9743,1388.784,7.31,,,,,,,17.7996,3243.94,17.08,17.9888,107.513,0.57,,,,18.4044,160.526,0.85,18.5663,574.423,3.02,18.6454,451.288,2.38,18.8668,240.549,1.27,,,,19.9198,183.184,0.96,,,,20.0274,184.083,0.97,,,,,,,20.8121,257.42,1.36,21.0264,751.772,3.96,21.3044,719.786,3.79,21.447,265.884,1.4,,,,21.6027,99.811,0.53,21.6727,740.734,3.9,21.9177,129.485,0.68,,,,,,,,,,23.1194,398.682,2.1,,,,,,,,,,23.6594,157.071,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9704,305.898,1.61,,,,,,,26.6169,142.745,0.75,,,,,,,,,,,,,,,,,,
71,,3.131,210.701,1.26,3.6783,2266.039,13.53,,,,,,,,,,,,,,,,,,,12.1432,1307.479,7.81,,,,,,,13.7624,229.519,1.37,,,,,,,14.8409,634.404,3.79,,,,,,,15.7858,387.094,2.31,,,,,,,16.9638,695.724,4.16,,,,,,,17.8091,3889.051,23.23,17.944,159.941,0.96,,,,,,,18.5682,690.545,4.12,18.6466,514.03,3.07,18.8596,213.35,1.27,,,,19.9107,233.367,1.39,,,,20.0229,161.172,0.96,,,,,,,20.8149,280.808,1.68,21.0323,1093.163,6.53,21.3113,926.628,5.53,21.4385,305.317,1.82,,,,21.5972,159.011,0.95,21.6672,502.499,3,21.9136,71.207,0.43,,,,,,,,,,23.1177,338.985,2.02,,,,23.4375,79.766,0.48,,,,23.655,147.627,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9714,351.777,2.1,,,,26.5032,103.609,0.62,26.6171,145.728,0.87,,,,,,,,,,,,,,,,,,
84,,3.163,492.027,2.73,3.6748,2035.892,11.28,,,,,,,,,,,,,,,,,,,12.1395,892.274,4.94,,,,,,,13.7637,404.704,2.24,,,,,,,14.8667,2261.072,12.52,,,,,,,15.783,210.972,1.17,,,,,,,17.0055,3398.076,18.82,,,,,,,17.7742,1570.534,8.7,17.9472,446.612,2.47,,,,,,,18.5625,453.765,2.51,18.6423,376.938,2.09,18.8577,114.988,0.64,,,,,,,,,,20.0261,128.037,0.71,,,,,,,20.834,822.278,4.55,21.2957,297.372,1.65,,,,21.4375,259.956,1.44,,,,,,,21.6632,212.118,1.17,21.9147,286.808,1.59,,,,,,,,,,23.1213,381.929,2.12,,,,23.4381,84.681,0.47,,,,,,,23.7328,78.322,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9718,325.722,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ct,,,,,3.4806,58271.979,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
